feature,bin,woe,coefficient,bin_points,business_meaning,base_points_before_bin_contribution,pdo,base_score,base_good_odds
emp_length_exp,4.0,0.01855175781119489,-1.1012412151489996,1.4737101216112765,Employment stability proxy.,503.03010422431447,50,600,20
emp_length_exp,5.0,0.02338521097945012,-1.1012412151489996,1.8576688240094636,Employment stability proxy.,503.03010422431447,50,600,20
emp_length_exp,6.0,-0.029117080244717118,-1.1012412151489996,-2.312995690495357,Employment stability proxy.,503.03010422431447,50,600,20
emp_length_exp,7.0,0.0026771527703258486,-1.1012412151489996,0.2126670245958088,Employment stability proxy.,503.03010422431447,50,600,20
emp_length_exp,8.0,-0.013555345318472132,-1.1012412151489996,-1.076806295181025,Employment stability proxy.,503.03010422431447,50,600,20
emp_length_exp,9.0,-0.002333290156388763,-1.1012412151489996,-0.1853513481105866,Employment stability proxy.,503.03010422431447,50,600,20
pub_rec_band_exp,0,0.04568228530404286,-0.42954035360246523,1.4154558752598343,Public record severity.,503.03010422431447,50,600,20
pub_rec_band_exp,1,-0.18738682831774578,-0.42954035360246523,-5.80614094332942,Public record severity.,503.03010422431447,50,600,20
pub_rec_band_exp,2,-0.22717032063100512,-0.42954035360246523,-7.038823974801443,Public record severity.,503.03010422431447,50,600,20
pub_rec_band_exp,3+,-0.19298035885414322,-0.42954035360246523,-5.979455295019448,Public record severity.,503.03010422431447,50,600,20
revol_bal_band_exp,15-30k,-0.012987889015309348,-0.9690649942856022,-0.9078958226617433,Revolving balance burden.,503.03010422431447,50,600,20
revol_bal_band_exp,2.5-7.5k,0.0021522893978916644,-0.9690649942856022,0.15045205200026562,Revolving balance burden.,503.03010422431447,50,600,20
revol_bal_band_exp,30-60k,0.13783766576440182,-0.9690649942856022,9.635302611951472,Revolving balance burden.,503.03010422431447,50,600,20
revol_bal_band_exp,60k+,0.40920046463771986,-0.9690649942856022,28.604447731106635,Revolving balance burden.,503.03010422431447,50,600,20
revol_bal_band_exp,7.5-15k,-0.03992855884819922,-0.9690649942856022,-2.791136553480953,Revolving balance burden.,503.03010422431447,50,600,20
revol_bal_band_exp,<=2.5k,-0.10747190787826459,-0.9690649942856022,-7.512637049881667,Revolving balance burden.,503.03010422431447,50,600,20
